Date	Articles	Price	Price-Change	Change
2011-11-25	[(('reader', 'respond', 'paul', 'downss', 'grand', 'experi', 'googl', 'adword', 'doe', 'anyon', 'prefer', 'bing'),), (('the', 'googl', 'cultur', 'institut', 'plan', 'make', 'artifact', 'around', 'world', 'access', 'internet', 'user'), ('googl', 'lure', 'small', 'busi', 'away', 'microsoft', 'offic', 'offer', 'similar', 'featur', 'lower', 'cost', 'but', 'big', 'compani', 'harder', 'land'), ('reader', 'share', 'idea', 'project', 'futur', 'could', 'built', 'googl', 'secret', 'lab', 'googl', 'x', 'some', 'request', 'includ', 'paint', 'turn', 'comput', 'screen', 'food', 'replic', 'chip', 'implant', 'peopl', 'brain', 'comm'), ('reader', 'share', 'idea', 'project', 'futur', 'could', 'built', 'googl', 'secret', 'lab', 'googl', 'x'), ('googl', 'lure', 'small', 'busi', 'away', 'microsoft', 'offic', 'offer', 'similar', 'featur', 'lower', 'cost', 'but', 'big', 'compani', 'harder', 'land', 'it', 'still', 'make', 'sens', 'it', 'an', 'analyst', 'say', 'googl', 'us', 'busi', 'asymmetr', 'warfa'), ('becaus', 'a', 'hrefhttptopicsnytimescomtopnewsbusinesscompaniesgoogleincindexhtmlinlinenytorg', 'classticker', 'titlemor', 'inform', 'googl', 'incgooglea', 'app', 'perform', 'mani', 'function', 'offic')), (('sam', 'grobart', 'person', 'technolog', 'editor', 'the', 'time', 'jenna', 'wortham', 'technolog', 'report', 'invit', 'reader', 'join', 'public', 'group', 'videochat', 'watch', 'record', 'session', 'let', 'u', 'know', 'think', 'use', 'techno'),)]	563.0	-31.9	2.0
2011-12-02	[(('becaus', 'name', 'alabama', 'citi', 'googl', 'choic', 'focus', 'campaign', 'encourag', 'busi', 'offer', 'web', 'site', 'work', 'well', 'mobil', 'devic'), ('googl', 'compani', 'offer', 'cloudbas', 'enterpris', 'softwar', 'creat', 'new', 'breed', 'consult', 'special', 'migrat', 'compani', 'internetbas', 'system')), (('web', 'search', 'help', 'parent', 'ensur', 'child', 'saddl', 'negat', 'connot', 'name', 'uniqu', 'uncommon', 'one'),), (('earlier', 'week', 'publish', 'articl', 'googl', 'app', 'googl', 'struggl', 'displac', 'microsoft', 'offic', 'sharepoint', 'insid', 'larg', 'corpor', 'while', 'googl', 'work', 'without', 'larg', 'consult', 'partner', 'said', 'sever', 'sm'), ('the', 'compani', 'drop', 'effort', 'make', 'steam', 'generat', 'electr', 'use', 'giant', 'field', 'computercontrol', 'solar', 'mirror', 'focus', 'sun', 'light', 'blackpaint', 'absorb')), (('accord', 'new', 'report', 'issu', 'wednesday', 'nielsen', 'market', 'research', 'firm', 'googl', 'appl', 'win', 'mobil', 'smartphon', 'race', 'android', 'becom', 'oper', 'system', 'choic', 'consum', 'part', 'ine'),), (('while', 'quit', 'help', 'appl', 'siri', 'person', 'assist', 'googl', 'voiceactiv', 'featur', 'softwar', 'let', 'search', 'web', 'speak', 'search', 'term', 'loud'),)]	620.36	57.4	1.0
2011-12-09	[(('googl', 'new', 'plan', 'partner', 'retail', 'start', 'deliveri', 'servic', 'exampl', 'big', 'tech', 'compani', 'branch', 'blur', 'line', 'busi'), ('in', 'friday', 'new', 'york', 'time', 'clair', 'cain', 'miller', 'nick', 'bilton', 'report', 'googl', 'a', 'hrefhttpwwwnytimescomtechnologycompaniesanewgoogleventurenudgeswebboundarieshtmldevelop', 'packag', 'deliveri', 'servicea', 'gear'), ('in', 'friday', 'new', 'york', 'time', 'clair', 'cain', 'miller', 'nick', 'bilton', 'report', 'googl', 'develop', 'packag', 'deliveri', 'servic', 'gear', 'toward', 'nearinst', 'gratif', 'the', 'servic', 'would', 'let', 'peopl', 'order', 'item', 'web', 'nearbi', 'store', 'receiv')), (('eric', 'e', 'schmidt', 'execut', 'chairman', 'googl', 'expect', 'meet', 'europ', 'top', 'antitrust', 'enforc', 'tri', 'discus', 'case', 'could', 'prove', 'damag', 'compani'), ('compani', 'plan', 'rebuff', 'indian', 'govern', 'latest', 'attempt', 'tighten', 'leash', 'free', 'speech', 'internet'), ('internet', 'compani', 'plan', 'rebuff', 'indian', 'govern', 'latest', 'attempt', 'tighten', 'leash', 'free', 'speech', 'internet'))]	627.42	7.1	1.0
2011-12-16	[(('googl', 'show', 'new', 'pari', 'headquart', 'karl', 'lagerfeld', 'introduc', 'onlineon', 'fashion', 'brand', 'leweb', 'technolog', 'confer', 'last', 'week'),), (('the', 'european', 'commiss', 'ask', 'addit', 'document', 'billion', 'deal', 'said', 'would', 'restart', 'inquiri', 'receiv'),), (('googleorg', 'search', 'compani', 'struggl', 'philanthrop', 'arm', 'revamp', 'year', 'charit', 'grantmak', 'ad', 'it', 'gave', 'away', 'million', 'million', 'went', 'pet', 'caus', 'math', 'scienc', 'educ', 'fight', 'slaveri', 'an'), ('googleorg', 'search', 'compani', 'struggl', 'philanthrop', 'arm', 'revamp', 'year', 'charit', 'grantmak', 'ad', 'it', 'gave', 'away', 'million', 'million', 'went', 'pet', 'caus', 'math', 'scienc', 'educ', 'fight', 'slav'))]	625.96	-1.5	2.0
2011-12-23	[(('the', 'app', 'come', 'handi', 'met', 'cant', 'rememb', 'paint', 'juan', 'de', 'pareja'), ('the', 'exchang', 'inform', 'use', 'easi', 'hand', 'busi', 'card', 'phone', 'number', 'now', 'bewild', 'exchang', 'we', 'decid', 'send', 'peopl', 'meet', 'onlin', 'do', 'friend', 'u', 'facebook', 'follow', 'u', 'twitter', 'goog')), (('over', 'past', 'year', 'visualart', 'obsess', 'field', 'day', 'featur', 'googl', 'smartphon', 'app', 'call', 'googl', 'goggl', 'allow', 'user', 'shoot', 'pictur', 'someth', 'paint', 'photograph', 'poster', 'second', 's'),), (('the', 'maker', 'iphon', 'battl', 'googl', 'monday', 'struggl', 'global', 'cellphon', 'supremaci'), ('a', 'feder', 'agenc', 'rule', 'monday', 'set', 'import', 'featur', 'common', 'found', 'smartphon', 'protect', 'appl', 'patent', 'decis', 'could', 'forc', 'chang', 'googl', 'android', 'phone', 'function', 'the', 'rule', 'unit', 'state', 'int'), ('patent', 'battl', 'engulf', 'cellphon', 'industri', 'year', 'reflect', 'heat', 'competit', 'an', 'import', 'rule', 'feder', 'agenc', 'unit', 'state', 'intern', 'trade', 'commiss', 'monday', 'describ', 'one', 'signific', 'far'), ('the', 'maker', 'iphon', 'battl', 'htc', 'monday', 'struggl', 'global', 'cellphon', 'supremaci', 'rule', 'affect', 'under', 'android', 'oper', 'system', 'creat', 'googl', 'at', 'heart', 'disput', 'kind', 'small', 'con'), ('the', 'report', 'editor', 'the', 'new', 'york', 'time', 'alway', 'search', 'interest', 'item', 'web', 'on', 'tuesday', 'found', 'facebook', 'new', 'headquart', 'evalu', 'measur', 'googl', 'follow', 'question', 'tech', 'analyst', 'laud')), (('youtub', 'new', 'network', 'set', 'design', 'give', 'school', 'control', 'student', 'see', 'visit', 'video', 'site', 'classroom', 'librari', 'pc'),)]	633.14	7.2	1.0
2011-12-30	[(('a', 'develop', 'social', 'network', 'applic', 'say', 'popul', 'googl', 'social', 'network', 'increas', 'onequart', 'past', 'month', 'by', 'end', 'said', 'million', 'member'), ('use', 'clever', 'statist', 'method', 'develop', 'social', 'network', 'applic', 'say', 'popul', 'googl', 'social', 'network', 'increas', 'onequart', 'past', 'month', 'by', 'end', 'said', 'million', 'member'))]	645.9	12.8	1.0
2012-01-06	[(('the', 'compani', 'embrac', 'advertis', 'promot', 'new', 'busi', 'like', 'chrome', 'browser', 'googl', 'plus', 'social', 'network', 'order', 'find', 'revenu', 'beyond', 'search', 'ad'),), (('googl', 'mission', 'compet', 'facebook', 'social', 'network', 'may', 'gain', 'speed', 'on', 'tuesday', 'paul', 'allen', 'research', 'publish', 'analysi', 'say', 'googl', 'compani', 'social', 'network', 'servic', 'reach', 'million', 'regist', 'use'), ('googl', 'one', 'biggest', 'advertis', 'compani', 'world', 'final', 'embrac', 'advertis', 'itself', 'report', 'clair', 'cain', 'miller', 'monday', 'new', 'york', 'time')), (('a', 'tussl', 'googl', 'offer', 'look', 'frustrat', 'natur', 'web', 'site', 'infect', 'increas', 'ubiquit', 'hard', 'diagnos', 'cure', 'deal', 'caus', 'even', 'sensibl', 'peopl', 'throw', 'hand', 'seek', 'legal'),)]	650.02	4.1	1.0
2012-01-13	[(('malwar', 'may', 'digit', 'equival', 'bedbug', 'sudden', 'ubiquit', 'hard', 'treat', 'real', 'menac', 'infest', 'that', 'might', 'explain', 'post', 'psychologist', 'fight', 'googl', 'infect', 'web', 'site', 'stoke', 'impass', 're'),), (('sever', 'announc', 'new', 'googl', 'tv', 'expect', 'intern', 'consum', 'electron', 'show', 'involv', 'lg', 'electron', 'soni', 'samsung', 'vizio'),), (('in', 'say', 'one', 'biggest', 'chang', 'search', 'result', 'googl', 'begin', 'show', 'post', 'photo', 'profil', 'convers', 'googl', 'social', 'network', 'search', 'result'), ('in', 'say', 'one', 'biggest', 'chang', 'search', 'result', 'googl', 'begin', 'show', 'post', 'photo', 'profil', 'convers', 'googl', 'social', 'network', 'search', 'result', 'the', 'new', 'featur', 'come', 'googl', 'risk', 'lose', 'status', 'a')), (('san', 'francisco', 'googl', 'popular', 'built', 'abil', 'help', 'peopl', 'find', 'right', 'web', 'page', 'then', 'came', 'social', 'web', 'led', 'facebook', 'peopl', 'go', 'see', 'vast', 'amount', 'materi', 'larg', 'offlimit', 'googl', 'conv'),), (('googl', 'calendar', 'send', 'notif', 'kind', 'event', 'here', 'custom', 'them'),)]	624.99	-25.0	2.0
2012-01-20	[(('googl', 'plan', 'join', 'internet', 'compani', 'protest', 'two', 'controversi', 'piraci', 'bill', 'wednesday', 'while', 'web', 'site', 'like', 'wikipedia', 'plan', 'go', 'dark', 'day', 'googl', 'use', 'popular', 'home', 'page', 'link', 'inform'),), (('web', 'protest', 'antipiraci', 'bill', 'get', 'immedi', 'result'),)]	585.99	-39.0	2.0
2012-01-27	[(('larri', 'page', 'googl', 'chief', 'execut', 'describ', 'android', 'young', 'product', 'lot', 'potenti', 'compani', 'quarter', 'earn', 'call', 'thursday', 'that', 'humbl', 'statement', 'piec', 'softwar', 'instal', 'almost', 'percent', 'of'),), (('chang', 'cours', 'googl', 'plus', 'allow', 'peopl', 'use', 'pseudonym', 'requir', 'user', 'prove', 'use', 'name', 'elsewher', 'govern', 'document', 'onlin', 'publish', 'materi', 'it', 'latest', 'step', 'continu', 'debat'),), (('googl', 'introduc', 'new', 'shorter', 'readabl', 'privaci', 'polici', 'term', 'servic', 'march', 'the', 'biggest', 'chang', 'new', 'polici', 'go', 'heart', 'privaci', 'concern', 'googl', 'new', 'social', 'search', 'featur'),), (('pm', 'updat', 'googl', 'said', 'tuesday', 'would', 'revis', 'privaci', 'polici', 'term', 'servic', 'make', 'shorter', 'readabl', 'chang', 'way', 'googl', 'use', 'inform', 'user', 'provid', 'to', 'alert', 'user', 'chang'),)]	579.98	-6.0	2.0
2012-02-03	[(('one', 'advantag', 'make', 'easier', 'treat', 'differ', 'custom', 'differ'),), (('also', 'ryan', 'seacrest', 'strike', 'invest', 'deal', 'clear', 'channel', 'partner', 'shakeup', 'the', 'x', 'factor'),)]	596.33	16.4	1.0
2012-02-10	[(('vivian', 'rede', 'european', 'union', 'justic', 'commission', 'press', 'googl', 'halt', 'chang', 'privaci', 'polici', 'implic', 'person', 'data', 'protect', 'explor'),), (('in', 'googlehec', 'seri', 'lectur', 'seminar', 'meet', 'student', 'led', 'digit', 'entrepreneur', 'googl', 'employe'), ('billi', 'parrott', 'presid', 'new', 'york', 'public', 'librari', 'say', 'world', 'largest', 'circul', 'collect', 'pictur', 'favorit', 'resourc', 'andi', 'warhol', 'art', 'spiegelman', 'other')), (('billi', 'parrott', 'way', 'peek', 'littl', 'treasur', 'truth', 'came', 'out', 'it', 'look', 'like', 'check', 'stuff', 'librari', 'never', 'return', 'it', 'said', 'mr', 'parrott', 'charg', 'new', 'york', 'public', 'librari', 'collect'), ('in', 'move', 'like', 'rattl', 'competitor', 'search', 'brows', 'googl', 'expect', 'introduc', 'chrome', 'browser', 'android', 'phone', 'tablet', 'tuesday', 'chrome', 'mobil', 'browser', 'speedi', 'desktop', 'counterpart', 'incor'), ('in', 'move', 'like', 'rattl', 'competitor', 'search', 'brows', 'googl', 'introduc', 'chrome', 'browser', 'android', 'phone', 'tablet', 'tuesday'), ('that', 'googl', 'may', 'certain', 'advantag', 'featur', 'set', 'matter', 'littl', 'nick', 'roulleau', 'cant', 'produc', 'bodi')), (('a', 'consum', 'right', 'group', 'say', 'googl', 'violat', 'deal', 'govern', 'get', 'user', 'consent', 'make', 'chang', 'privaci', 'polici'), ('a', 'consum', 'right', 'group', 'say', 'googl', 'violat', 'deal', 'govern', 'get', 'user', 'consent', 'make', 'chang', 'privaci', 'polici', 'googl', 'say', 'make', 'thing', 'simpler', 'break', 'promis', 'the', 'electron', 'privaci')), (('barri', 'c', 'silk', 'brad', 'wilber', 'bring', 'fun', 'friday'),)]	605.91	9.6	1.0
2012-02-17	[(('googl', 'move', 'hardwar', 'goal', 'larri', 'page', 'chief', 'execut', 'develop', 'entertain', 'devic', 'compet', 'amazon', 'appl'), ('googl', 'work', 'home', 'entertain', 'devic', 'report', 'david', 'streitfeld', 'nicol', 'perlroth', 'friday', 'the', 'new', 'york', 'time', 'the', 'devic', 'prototyp', 'eventu', 'sold', 'googl', 'brand', 'compani', 'signific', 'push', 'into'), ('also', 'financi', 'windfal', 'charli', 'bit', 'my', 'finger', 'dustup', 'felix', 'salmon', 'michael', 'kinsley', 'bloomberg', 'businessweek', 'go', 'insid', 'murdoch', 'hack', 'war', 'room'), ('googl', 'move', 'hardwar', 'develop', 'entertain', 'devic', 'compet', 'amazon', 'appl', 'peopl', 'knowledg', 'compani', 'plan', 'say', 'further', 'goal', 'larri', 'page', 'chief', 'execut'), ('a', 'simpl', 'procedur', 'demonstr', 'android', 'smartphon', 'allow', 'anyon', 'gain', 'access', 'fund', 'store', 'googl', 'wallet', 'googl', 'mobil', 'payment', 'system', 'act', 'substitut', 'tradit', 'credit', 'card', 'no', 'hack', 'requir', 'ta')), (('antitrust', 'regul', 'approv', 'googl', 'acquisit', 'american', 'cellphon', 'maker', 'motorola', 'mobil', 'without', 'condit', 'jame', 'kanter', 'report', 'the', 'new', 'york', 'time'), ('european', 'union', 'antitrust', 'regul', 'monday', 'approv', 'googl', 'acquisit', 'us', 'cellphon', 'maker', 'motorola', 'mobil', 'without', 'condit', 'ad', 'stern', 'warn')), (('the', 'justic', 'depart', 'approv', 'came', 'hour', 'european', 'union', 'impos', 'condit', 'acquisit'), ('american', 'european', 'antitrust', 'regul', 'monday', 'approv', 'googl', 'acquisit', 'cellphon', 'maker', 'motorola', 'mobil', 'without', 'formal', 'condit', 'pave', 'way', 'search', 'giant', 'compet', 'direct', 'new', 'archriv', 'appl', 'report', 'ja'), ('after', 'disrupt', 'access', 'googl', 'email', 'servic', 'intern', 'web', 'site', 'iran', 'start', 'last', 'thursday', 'access', 'seem', 'restor', 'monday', 'leav', 'user', 'expert', 'guess', 'reason'))]	604.64	-1.3	2.0
2012-02-24	[(('would', 'feasibl', 'replac', 'busi', 'web', 'site', 'googl', 'page'), ('googl', 'current', 'make', 'pair', 'glass', 'abl', 'stream', 'inform', 'wearer', 'eye', 'real', 'time')), (('kamala', 'd', 'harri', 'said', 'agreement', 'strengthen', 'privaci', 'protect', 'smartphon', 'owner', 'download', 'mobil', 'applic', 'forc', 'develop', 'post', 'conspicu', 'privaci', 'polici'),), (('the', 'softwar', 'maker', 'ratchet', 'battl', 'googl', 'acquir', 'motorola', 'mobil', 'last', 'year', 'accus', 'cellphon', 'maker', 'charg', 'much', 'use', 'patent'), ('in', 'this', 'week', 'small', 'busi', 'post', 'monday', 'i', 'quot', 'social', 'medium', 'expert', 'krista', 'neher', 'written', 'blog', 'post', 'busi', 'use', 'googl', 'as', 'followup', 'i', 'went', 'back', 'ms', 'neher', 'question', 'qwith', 'all'), ('googl', 'start', 'sell', 'eyeglass', 'project', 'inform', 'entertain', 'ad', 'onto', 'len', 'question', 'rais', 'privaci', 'regul'), ('susan', 'molinari', 'former', 'republican', 'congresswoman', 'new', 'york', 'repres', 'internet', 'giant'))]	609.9	5.3	1.0
2012-03-02	[(('how', 'simpl', 'onlin', 'map', 'almost', 'caus', 'violent', 'conflict', 'central', 'america'),), (('the', 'statement', 'day', 'new', 'polici', 'go', 'effect', 'latest', 'hurdl', 'compani', 'face', 'europ'), ('an', 'offcolor', 'googl', 'entri', 'allud', 'santorum', 'push', 'web', 'search', 'rank')), (('a', 'new', 'servic', 'current', 'pilot', 'test', 'phase', 'would', 'shuttl', 'commut', 'luxuri', 'wifiequip', 'bus', 'job', 'silicon', 'valley', 'technolog', 'campus'), ('it', 'appl', 'android', 'app', 'need', 'permiss', 'access', 'user', 'photo', 'either', 'googl', 'maker', 'android', 'oper', 'system', 'take', 'step', 'further'))]	621.25	11.4	1.0
2012-03-09	[(('senat', 'charl', 'schumer', 'said', 'monday', 'appl', 'googl', 'plan', 'meet', 'discus', 'privaci', 'loophol', 'smartphon', 'give', 'app', 'unfett', 'access', 'peopl', 'person', 'photo', 'on', 'sunday', 'mr', 'schumer', 'said', 'plan', 'ask', 'fe'),), (('googl', 'transform', 'android', 'marketplac', 'googl', 'play', 'onestop', 'shop', 'collect', 'ebook', 'music', 'applic'), ('tri', 'counter', 'assert', 'googl', 'plus', 'social', 'network', 'get', 'spars', 'audienc', 'googl', 'releas', 'number', 'use', 'advertis', 'but', 'pictur', 'bit', 'blurri'))]	600.25	-21.0	2.0
2012-03-16	[(('a', 'team', 'googl', 'reimagin', 'four', 'classic', 'advertis', 'campaign', 'goal', 'demonstr', 'newmedia', 'ad', 'creat', 'emot', 'appeal'), ('googl', 'reimagin', 'four', 'classic', 'advertis', 'campaign', 'goal', 'demonstr', 'newmedia', 'ad', 'creat', 'emot', 'appeal'), ('also', 'bring', 'telenovela', 'miami', 'detail', 'hacker', 'parti', 'boy', 'project', 'sabu', 'anoth', 'challeng', 'yahoo'), ('the', 'technolog', 'report', 'editor', 'the', 'new', 'york', 'time', 'scour', 'web', 'import', 'peculiar', 'news', 'friday', 'select', 'includ', 'predict', 'corpor', 'need', 'alter', 'network', 'accommod', 'new', 'ipad', 'fascin', 'pictur')), (('jenna', 'wortham', 'brian', 'stelter', 'alexi', 'mainland', 'the', 'time', 'particip', 'googl', 'hangout', 'guest', 'glance', 'buzzfe'),), (('googl', 'bit', 'imag', 'problem', 'for', 'peopl', 'peer', 'in', 'googl', 'plus', 'googl', 'latest', 'attempt', 'social', 'medium', 'ghost', 'town', 'some', 'say', 'desol', 'wasteland', 'use', 'by', 'well', 'googl', 'employe', 'googl', 'faithfu'), ('how', 'find', 'android', 'devic', 'elig', 'upgrad', 'ice', 'cream', 'sandwich', 'googl', 'latest', 'mobil', 'oper', 'system'), ('alexi', 'mainland', 'the', 'time', 'host', 'googl', 'plus', 'hangout', 'rick', 'webb', 'angel', 'investor', 'cofound', 'barbarian', 'group', 'internet', 'market', 'firm')), (('the', 'museum', 'dedic', 'longago', 'ventur', 'compil', 'index', 'knowledg', 'giant', 'card', 'catalog', 'million', 'entri', 'analogera', 'equival', 'googl', 'itself'),), (('peopl', 'love', 'googl', 'plus', 'wait', 'hate', 'googl', 'plus', 'no', 'that', 'right', 'either', 'mayb', 'problem', 'googl', 'like', 'microsoft', 'it', 'amaz', 'engin', 'sens', 'aesthet', 'and', 'today', 'design', 'matter', 'tech'), ('the', 'technolog', 'report', 'editor', 'the', 'new', 'york', 'time', 'scour', 'web', 'import', 'peculiar', 'news', 'wednesday', 'select', 'includ', 'effort', 'diversifi', 'south', 'southwest', 'feder', 'bureau', 'investig', 'get', 'warrant', 'googl', 't')), (('q', 'how', 'i', 'know', 'i', 'updat', 'android', 'phone', 'ice', 'cream', 'sandwich'),)]	625.04	24.8	1.0
2012-03-23	[(('appl', 'market', 'capit', 'larger', 'american', 'retail', 'combin', 'googl', 'ad', 'sale', 'bigger', 'unit', 'state', 'newspap', 'put', 'togeth', 'how', 'apgoog', 'took', 'world'),), (('david', 'lawe', 'vice', 'presid', 'corpor', 'develop', 'googl'), ('gomo', 'go', 'mobil', 'campaign', 'googl', 'encourag', 'busi', 'offer', 'mobilefriend', 'web', 'site', 'expand', 'countri', 'redoubl', 'effort', 'mobil', 'ala')), (('gomo', 'apolog', 'energ', 'bunni', 'keep', 'go', 'go', 'gomo', 'go', 'mobil', 'effort', 'sponsor', 'googl', 'encourag', 'busi', 'offer', 'web', 'site', 'mobileen', 'is', 'work', 'well', 'mobil', 'devic', 'the'),), (('when', 'googl', 'includ', 'smaller', 'web', 'site', 'fee', 'charg', 'incorpor', 'map', 'onlin', 'mani', 'rebel'), ('san', 'francisco', 'when', 'come', 'offer', 'onlin', 'map', 'user', 'compani', 'leav', 'googl', 'map', 'set', 'le', 'familiar', 'territori', 'in', 'seven', 'year', 'sinc', 'introduc', 'googl', 'offer', 'street', 'map', 'sat'), ('when', 'come', 'offer', 'onlin', 'map', 'user', 'compani', 'leav', 'googl', 'map', 'set', 'le', 'familiar', 'territori', 'quentin', 'hardi', 'report', 'tuesday', 'new', 'york', 'time', 'compani', 'includ', 'foursquar', 'move', 'towa')), (('gmail', 'user', 'cut', 'past', 'email', 'messag', 'gmail', 'web', 'site', 'text', 'document', 'print', 'may', 'want', 'tri', 'option', 'creat', 'document', 'featur', 'let', 'quick', 'creat', 'googl', 'doc', 'messag'), ('whi', 'generic', 'drug', 'prove', 'resist', 'lawsuit', 'polit', 'econom', 'cost', 'tariff', 'chines', 'solar', 'panel', 'look', 'googl', 'plus', 'busi', 'applic'))]	642.59	17.6	1.0
