Date	Articles	Price	Price-Change	Change
2013-04-19	[(('googl', 'first', 'time', 'agre', 'legal', 'bind', 'chang', 'search', 'result', 'antitrust', 'investig', 'european', 'regul'), ('three', 'promin', 'ventur', 'capit', 'fund', 'want', 'softwar', 'develop', 'know', 'hunt', 'app', 'softwar', 'googl', 'glass', 'companyx', 'internetconnect', 'glass', 'xa', 'xaon', 'wednesday', 'googl', 'ventur', 'kleiner', 'perkin', 'cau')), (('a', 'new', 'studi', 'use', 'pattern', 'googl', 'search', 'queri', 'suggest', 'mental', 'ill', 'flourish', 'winter', 'declin', 'summerxa', 'xain', 'unit', 'state', 'australia', 'research', 'found', 'distinct', 'season', 'pattern', 'high', 'winter'), ('googl', 'recruit', 'develop', 'build', 'app', 'internetconnect', 'glass', 'unusu', 'restrict', 'slowli', 'introduc', 'new', 'technolog', 'wari', 'public'), ('the', 'technolog', 'report', 'editor', 'the', 'new', 'york', 'time', 'scour', 'web', 'import', 'peculiar', 'item', 'for', 'tuesday', 'select', 'includ', 'humor', 'comparison', 'silicon', 'valley', 'kindergarten', 'look', 'concentr', 'industri', 'like', 'wirel')), (('san', 'francisco', 'x', 'the', 'allur', 'iphon', 'brush', 'metal', 'shini', 'touch', 'screen', 'app', 'turn', 'anyth', 'flute', 'flashlight', 'now', 'googl', 'hope', 'app', 'thing', 'glass', 'internetcon'),), (('the', 'technolog', 'report', 'editor', 'the', 'new', 'york', 'time', 'scour', 'web', 'import', 'peculiar', 'item', 'for', 'thursday', 'select', 'includ', 'look', 'easi', 'creat', 'fake', 'person', 'web', 'hacker', 'use', 'report', 'bad', 'news', 'spread', 'ba'),)]	799.87	9.8	1.0
2013-04-26	[(('analyst', 'point', 'googl', 'mobil', 'busi', 'weak', 'consum', 'rapid', 'shift', 'comput', 'use', 'mobil', 'devic'), ('the', 'technolog', 'report', 'editor', 'the', 'new', 'york', 'time', 'scour', 'web', 'import', 'peculiar', 'item', 'for', 'friday', 'select', 'includ', 'grow', 'use', 'facial', 'recognit', 'softwar', 'law', 'enforc', 'transcript', 'meet')), (('the', 'euro', 'levi', 'equival', 'call', 'woefulli', 'inadequ', 'assur', 'complianc', 'compani', 'billion', 'profit'), ('in', 'latest', 'exampl', 'meager', 'fine', 'corpor', 'wrongdo', 'german', 'regul', 'assess', 'googl', 'violat', 'privaci', 'law', 'street', 'view', 'project'), ('german', 'regul', 'fine', 'googl', 'tini', 'fraction', 'billion', 'profit', 'last', 'year', 'violat', 'privaci', 'law', 'street', 'view', 'project', 'clair', 'cain', 'miller', 'report', 'the', 'new', 'york', 'time'), ('germani', 'alway', 'problem', 'googl', 'street', 'view', 'gave', 'compani', 'small', 'discount', 'fine', 'violat', 'privaci', 'googl', 'share', 'inform', 'inappropri', 'collect', 'investig'), ('the', 'technolog', 'report', 'editor', 'the', 'new', 'york', 'time', 'scour', 'web', 'import', 'peculiar', 'item', 'for', 'tuesday', 'select', 'includ', 'facebook', 'close', 'page', 'gave', 'gun', 'away', 'good', 'review', 'amazon', 'pilot', 'silicon', 'valley')), (('even', 'democraci', 'discomfit', 'internet', 'web', 'compani', 'like', 'googl', 'ultim', 'decid', 'remov', 'web'),)]	801.42	1.5	1.0
2013-05-03	[(('the', 'european', 'commiss', 'said', 'begun', 'market', 'test', 'intend', 'determin', 'whether', 'propos', 'remedi', 'address', 'complaint', 'googl', 'favor', 'product', 'search', 'result'), ('a', 'new', 'studi', 'found', 'track', 'certain', 'search', 'term', 'googl', 'trend', 'research', 'could', 'predict', 'whether', 'dow', 'jone', 'industri', 'averag', 'would', 'rise', 'fall', 'follow', 'week')), (('a', 'brisk', 'chat', 'googler', 'medium', 'maven', 'emerg', 'knowospher'),), (('lend', 'club', 'plan', 'announc', 'googl', 'led', 'million', 'deal', 'buy', 'stake', 'compani', 'exist', 'investor'),)]	845.72	44.3	1.0
2013-05-10	[(('let', 'backlash', 'begin', 'googl', 'glass', 'amid', 'privaci', 'concern', 'fear', 'mainstream', 'new', 'hightech', 'glass', 'geeki'), ('the', 'technolog', 'report', 'editor', 'the', 'new', 'york', 'time', 'scour', 'web', 'import', 'peculiar', 'item', 'for', 'friday', 'select', 'includ', 'suit', 'warner', 'brother', 'develop', 'two', 'site', 'base', 'cat', 'meme', 'googl', 'g')), (('googl', 'glass', 'comput', 'eyewear', 'offer', 'much', 'technolog', 'wonder', 'but', 'one', 'earli', 'user', 'rais', 'question', 'futur', 'new', 'technolog', 'gain', 'access', 'first'),), (('the', 'european', 'union', 'monday', 'made', 'preliminari', 'antitrust', 'find', 'motorola', 'mobil', 'say', 'abus', 'domin', 'wireless', 'patent', 'seek', 'injunct', 'appl', 'germani'), ('the', 'wearabl', 'comput', 'prompt', 'question', 'whether', 'distract', 'driver', 'upend', 'relationship', 'strip', 'peopl', 'littl', 'privaci', 'still', 'public'), ('month', 'go', 'sale', 'googl', 'glass', 'wearabl', 'comput', 'alreadi', 'generat', 'resist', 'david', 'streitfeld', 'report', 'tuesday', 'the', 'new', 'york', 'time'), ('the', 'googl', 'now', 'app', 'anticip', 'inform', 'might', 'want', 'put', 'phone', 'screen', 'ask', 'it', 'seem', 'wonder', 'prescient', 'intrus', 'creepi', 'easi', 'adjust', 'dont', 'like', 'feel', 'g')), (('most', 'american', 'mire', 'broadband', 'mediocr', 'googl', 'network', 'initi', 'could', 'chang', 'that'), ('the', 'technolog', 'report', 'editor', 'the', 'new', 'york', 'time', 'scour', 'web', 'import', 'peculiar', 'item', 'for', 'wednesday', 'select', 'includ', 'big', 'price', 'cut', 'facebook', 'phone', 'googl', 'glass', 'dog', 'yahoo', 'talk', 'hulu')), (('googl', 'reader', 'schedul', 'end', 'juli', 'and', 'feedlycom', 'newsread', 'replac', 'it'),)]	880.23	34.5	1.0
2013-05-17	[(('googl', 'hangout', 'support', 'peopl', 'video', 'chat', 'virtual', 'meet', 'certain', 'bandwidth', 'speed', 'requir'),), (('googl', 'chief', 'execut', 'said', 'paralyz', 'vocal', 'cord', 'rare', 'health', 'problem', 'caus', 'hoars', 'voic', 'constrict', 'breath', 'the', 'compani', 'said', 'year', 'ago', 'voic', 'problem'), ('while', 'compani', 'includ', 'microsoft', 'appl', 'soni', 'continu', 'enter', 'live', 'room', 'success', 'consum', 'electron', 'connect', 'tv', 'internet', 'googl', 'continu', 'fail')), (('the', 'servic', 'expect', 'announc', 'earli', 'wednesday', 'reflect', 'agreement', 'compani', 'made', 'three', 'major', 'music', 'label'), ('softwar', 'develop', 'tool', 'allow', 'gamer', 'save', 'data', 'across', 'devic'), ('googl', 'plan', 'sell', 'version', 'samsung', 'popular', 'android', 'smartphon', 'it', 'avail', 'googl', 'onlin', 'store', 'june'), ('new', 'googl', 'search', 'tool', 'send', 'unprompt', 'alert', 'base', 'user', 'interest', 'let', 'user', 'talk', 'search', 'engin', 'tri', 'predict', 'ask', 'next'), ('the', 'new', 'googl', 'map', 'show', 'person', 'map', 'everi', 'user', 'chang', 'realtim', 'incorpor', 'd', 'satellit', 'imageri'), ('as', 'search', 'giant', 'add', 'portfolio', 'product', 'meant', 'devic', 'run', 'appl', 'io', 'oper', 'system', 'also', 'add', 'way', 'collect', 'data', 'custom'), ('googl', 'chief', 'execut', 'made', 'surpris', 'appear', 'stage', 'wednesday', 'take', 'question', 'softwar', 'develop', 'audienc'), ('the', 'search', 'giant', 'play', 'internetconnect', 'eyewear', 'compani', 'chief', 'execut', 'would', 'rather', 'tech', 'fan', 'didnt', 'post', 'photo', 'wear', 'shower')), (('the', 'new', 'servic', 'creat', 'realtim', 'person', 'map', 'incorpor', 'dimension', 'imag', 'insid', 'busi', 'googl', 'earth'), ('googl', 'nasa', 'form', 'joint', 'research', 'lab', 'look', 'quantum', 'comput', 'thing', 'like', 'facial', 'recognit', 'understand', 'diseas'), ('googl', 'unveil', 'newli', 'redesign', 'googl', 'map', 'along', 'new', 'tool', 'search', 'photo', 'edit', 'todo', 'list', 'music', 'servic', 'featur', 'android', 'chrome', 'app', 'clair', 'cain', 'miller', 'report', 'the', 'new', 'york', 'time'), ('googl', 'announc', 'seven', 'new', 'app', 'internetconnect', 'glass', 'includ', 'one', 'facebook', 'twitter', 'tumblr', 'cnn', 'ell', 'evernot'), ('the', 'technolog', 'report', 'editor', 'the', 'new', 'york', 'time', 'scour', 'web', 'import', 'peculiar', 'item', 'for', 'thursday', 'select', 'includ', 'look', 'whether', 'larri', 'page', 'googl', 'disingenu', 'play', 'competit', 'site', 'unleash'))]	909.18	28.9	1.0
2013-05-24	[(('member', 'congression', 'caucus', 'want', 'googl', 'explain', 'protect', 'privaci', 'introduct', 'googl', 'glass'), ('at', 'googl', 'io', 'develop', 'confer', 'last', 'semblanc', 'privaci', 'came', 'screech', 'halt', 'peopl', 'googl', 'glass', 'everywher'), ('the', 'search', 'compani', 'execut', 'chairman', 'part', 'group', 'busi', 'execut', 'advis', 'prime', 'minist', 'david', 'cameron', 'econom', 'issu')), (('the', 'search', 'giant', 'adapt', 'old', 'playbook', 'compet', 'cloud', 'comput', 'enlist', 'small', 'develop', 'around', 'world', 'hope', 'creat', 'someth', 'huge', 'one', 'hazard', 'amazon', 'microsoft', 'wise', 'tactic'),), (('a', 'group', 'drama', 'student', 'organ', 'googl', 'free', 'day', 'highlight', 'say', 'minim', 'share', 'revenu', 'search', 'giant', 'pay', 'tax'),)]	873.32	-35.9	2.0
2013-05-31	[(('technolog', 'like', 'googl', 'glass', 'siri', 'may', 'handsfre', 'still', 'demand', 'attent'),), (('peopl', 'contact', 'connect', 'case', 'said', 'regul', 'ask', 'question', 'googl', 'bundl', 'advertis', 'servic'),), (('joaqun', 'almunia', 'european', 'union', 'competit', 'commission', 'said', 'googl', 'could', 'still', 'face', 'formal', 'charg', 'violat', 'european', 'competit', 'law'), ('in', 'long', 'list', 'improv', 'roll', 'googl', 'develop', 'confer', 'last', 'week', 'mani', 'improv', 'photo', 'edit', 'share', 'tool', 'to', 'get', 'photo', 'googl', 'plus', 'need', 'know'), ('googl', 'introduc', 'new', 'version', 'gmail', 'automat', 'sort', 'mail', 'categori', 'like', 'social', 'notif'))]	871.218	-2.1	2.0
2013-06-07	[(('the', 'technolog', 'report', 'editor', 'the', 'new', 'york', 'time', 'scour', 'web', 'import', 'peculiar', 'item', 'for', 'monday', 'select', 'includ', 'layoff', 'zynga', 'former', 'microsoft', 'execut', 'foray', 'marijuana', 'retail', 'busi'),), (('in', 'the', 'internship', 'comedi', 'movi', 'star', 'vinc', 'vaughn', 'owen', 'wilson', 'googl', 'intern', 'googl', 'product', 'perk', 'make', 'cameo', 'appear', 'line', 'sound', 'written', 'market', 'depart'),), (('trulia', 'zillow', 'show', 'softwar', 'develop', 'experi', 'devic'),)]	879.73	8.5	1.0
2013-06-14	[(('the', 'search', 'giant', 'alreadi', 'power', 'map', 'expect', 'pay', 'billion', 'peopl', 'familiar', 'discuss', 'said'),), (('after', 'week', 'talk', 'googl', 'complet', 'deal', 'buy', 'isra', 'social', 'map', 'startup', 'us', 'combin', 'gps', 'track', 'contribut', 'user', 'road', 'condit', 'help', 'driver', 'navig'),), (('the', 'technolog', 'compani', 'ask', 'govern', 'permiss', 'reveal', 'detail', 'classifi', 'request', 'get', 'person', 'inform', 'foreign', 'user', 'clair', 'cain', 'miller', 'report', 'the', 'new', 'york', 'time'), ('on', 'day', 'damag', 'control', 'tech', 'compani', 'chief', 'legal', 'offic', 'david', 'drummond', 'talk', 'electron', 'send', 'user', 'data', 'respons', 'law', 'request'), ('the', 'googl', 'map', 'app', 'android', 'offlin', 'mode', 'let', 'store', 'map', 'phone', 'time', 'cant', 'get', 'datanetwork', 'connect'), ('the', 'time', 'effort', 'target', 'iranian', 'citizen', 'suggest', 'attack', 'relat', 'upcom', 'iranian', 'presidenti', 'elect', 'googl', 'said'))]	875.04	-4.7	2.0
2013-06-21	[(('googl', 'sought', 'permiss', 'publish', 'granular', 'data', 'nation', 'secur', 'request', 'facebook', 'microsoft', 'publish', 'said', 'anyth', 'le', 'didnt', 'provid', 'enough', 'transpar'),), (('googl', 'map', 'expand', 'bike', 'rout', 'direct', 'seven', 'addit', 'countri', 'europ', 'includ', 'franc', 'germani', 'poland'),), (('more', 'googl', 'map', 'bicyclist', 'oversea', 'heart', 'peril', 'pain', 'reliev', 'att', 'introduc', 'solarpow', 'charg', 'station', 'consumerfocus', 'news', 'the', 'new', 'york', 'time'), ('googl', 'escal', 'pressur', 'govern', 'permit', 'publish', 'detail', 'data', 'request', 'receiv', 'inform', 'foreign', 'user')), (('ten', 'privaci', 'offici', 'seven', 'countri', 'ask', 'googl', 'question', 'privaci', 'issu', 'relat', 'glass', 'googl', 'chief', 'execut', 'larri', 'page', 'made', 'first', 'public', 'comment', 'issu'), ('googl', 'may', 'push', 'boundari', 'law', 'waze', 'deal', 'question', 'whether', 'govern', 'push', 'back', 'steven', 'm', 'davidoff', 'write', 'the', 'new', 'york', 'time'))]	880.93	5.9	1.0
2013-06-28	[(('sinc', 'found', 'googl', 'ventur', 'stood', 'industri', 'whose', 'track', 'record', 'trail', 'stock', 'market', 'larg'),), (('the', 'report', 'document', 'among', 'thing', 'malici', 'site', 'host', 'around', 'world', 'long', 'take', 'site', 'clean', 'infect'), ('googl', 'ventur', 'thing', 'differ', 'ventur', 'capit', 'firm', 'like', 'seek', 'invest', 'advic', 'staff', 'share', 'carri', 'interest', 'everyon', 'firm', 'partner')), (('an', 'expert', 'opinion', 'request', 'court', 'justic', 'said', 'wish', 'elimin', 'embarrass', 'inform', 'suffici', 'reason', 'make', 'googl', 'remov', 'public', 'record', 'search', 'result'), ('the', 'compani', 'concern', 'googl', 'propos', 'settl', 'antitrust', 'case', 'would', 'enhanc', 'rather', 'diminish', 'googl', 'reach', 'europ'))]	880.37	-0.6	2.0
2013-07-05	[(('the', 'court', 'say', 'feder', 'judg', 'quick', 'allow', 'author', 'sue', 'googl', 'class'),), (('the', 'technolog', 'report', 'editor', 'the', 'new', 'york', 'time', 'scour', 'web', 'import', 'peculiar', 'item', 'wednesday', 'select', 'includ', 'look', 'evolut', 'googl', 'document', 'way', 'see', 'much', 'inform', 'glean', 'lookin'),)]	893.49	13.1	1.0
2013-07-12	[(('new', 'featur', 'includ', 'greater', 'speed', 'better', 'place', 'traffic', 'inform', 'offlin', 'map'),), (('new', 'glass', 'aid', 'eyesight', 'even', 'colorblind', 'avail', 'though', 'wont', 'let', 'brows', 'internet', 'wear', 'them'),)]	923.0	29.5	1.0
2013-07-19	[(('unlik', 'usual', 'practic', 'stay', 'mum', 'annual', 'allen', 'compani', 'medium', 'technolog', 'confer', 'idaho', 'googl', 'execut', 'use', 'news', 'confer', 'promot', 'busi'),), (('the', 'compani', 'begun', 'talk', 'major', 'medium', 'compani', 'licens', 'tv', 'channel', 'accord', 'peopl', 'knowledg', 'meet'),), (('the', 'european', 'commiss', 'said', 'googl', 'propos', 'address', 'antitrust', 'concern', 'go', 'far', 'enough', 'compani', 'would', 'need', 'come', 'better', 'plan'),)]	896.598	-26.4	2.0
2013-07-26	[(('the', 'secondquart', 'incom', 'announc', 'show', 'desktop', 'search', 'busi', 'continu', 'slow', 'ad', 'price', 'fell'),), (('googl', 'chromecast', 'plug', 'tvs', 'enabl', 'viewer', 'broadcast', 'medium', 'laptop', 'tablet', 'phone', 'onto', 'tv', 'screen', 'even', 'devic', 'made', 'appl', 'googl', 'rival'), ('the', 'nexus', 'googl', 'le', 'expens', 'rival', 'ipad', 'mini', 'lighter', 'faster', 'origin', 'introduc', 'day', 'appl', 'report', 'declin', 'ipad', 'sale'))]	885.35	-11.2	2.0
2013-08-02	[(('the', 'new', 'york', 'timess', 'staff', 'scour', 'web', 'import', 'peculiar', 'item', 'friday', 'select', 'featur', 'pair', 'googl', 'product', 'review', 'theori', 'zynga', 'fold', 'gambl', 'busi'),), (('the', 'merger', 'omnicom', 'publici', 'signal', 'advertis', 'firm', 'busi', 'collect', 'sell', 'person', 'inform', 'million', 'consum'),), (('microsoft', 'tech', 'cultur', 'yearn', 'featur', 'appl', 'prize', 'design', 'simplic', 'where', 'googl', 'spectrum'),)]	906.57	21.2	1.0
2013-08-09	[(('the', 'search', 'giant', 'stumbl', 'foray', 'hardwar', 'market', 'say', 'highend', 'moto', 'x', 'smartphon', 'innov', 'voic', 'control'), ('after', 'lacklust', 'result', 'sell', 'devic', 'made', 'compani', 'googl', 'give', 'hardwar', 'anoth', 'tri', 'time', 'smartphon', 'made', 'compani', 'own')), (('googl', 'android', 'phone', 'offer', 'five', 'featur', 'phone', 'offer', 'befor', 'includ', 'touchless', 'mode'),)]	890.41	-16.2	2.0
2013-08-16	[(('what', 'googl', 'search', 'tell', 'u', 'depress'),)]	856.908	-33.5	2.0
2013-08-23	[(('while', 'peopl', 'googl', 'glass', 'love', 'glass', 'technolog', 'prowess', 'feel', 'incred', 'selfconsci', 'wear', 'public'),), (('googl', 'award', 'patent', 'last', 'week', 'mani', 'think', 'could', 'connect', 'glass', 'advertis', 'but', 'patent', 'one', 'thing', 'turn', 'featur', 'could', 'take', 'while'),), (('tuesday', 'highlight', 'around', 'web', 'includ', 'one', 'man', 'experi', 'teach', 'homeless', 'person', 'code', 'research', 'show', 'yahoo', 'site', 'receiv', 'visit', 'googl', 'facebook', 'site', 'juli'),), (('for', 'first', 'time', 'sinc', 'yahoo', 'uniqu', 'visitor', 'month', 'web', 'properti', 'happen', 'remain', 'unclear'),)]	870.21	13.3	1.0
2013-08-30	[(('pioneer', 'woman', 'behind', 'googl', 'glass', 'tri', 'bridg', 'gap', 'world', 'high', 'fashion', 'high', 'tech'),), (('wednesday', 'highlight', 'around', 'web', 'includ', 'develop', 'love', 'life', 'googl', 'cofound', 'sergey', 'brin', 'updat', 'twitter', 'help', 'streamlin', 'convers', 'servic'),), (('in', 'sign', 'rise', 'export', 'ambit', 'chines', 'mobil', 'phone', 'industri', 'smartphon', 'maker', 'xiaomi', 'said', 'thursday', 'hire', 'top', 'execut', 'away', 'googl', 'lead', 'intern', 'expans', 'plan', 'eric', 'pfanner', 'report'), ('silicon', 'valley', 'abuzz', 'sergey', 'brin', 'separ', 'entrepreneur', 'wife', 'departur', 'key', 'android', 'execut', 'drama', 'spill', 'compani', 'busi'))]	846.9	-23.3	2.0
2013-09-06	[(('xiaomi', 'outsel', 'appl', 'smartphon', 'china', 'hire', 'hugo', 'barra', 'googl', 'vice', 'presid', 'android', 'mobil', 'oper', 'system'),), (('i', 'notic', 'glass', 'le', 'driver', 'social', 'interact', 'like', 'privat', 'panopticon', 'even', 'it', 'on', 'snub', 'you'),), (('a', 'san', 'francisco', 'startup', 'say', 'compil', 'index', 'everi', 'twitter', 'messag', 'sinc', 'microblog', 'servic', 'found', 'entir', 'databas', 'free', 'public', 'search'), ('presid', 'carter', 'answer', 'question', 'erad', 'persist', 'diseas', 'around', 'world'))]	879.58	32.7	1.0
2013-09-13	[(('googl', 'new', 'type', 'app', 'give', 'path', 'onto', 'competitor', 'oper', 'system', 'acknowledg', 'peopl', 'yet', 'readi', 'live', 'entir', 'onlin'),), (('max', 'mosley', 'former', 'head', 'formula', 'one', 'ask', 'pari', 'court', 'order', 'internet', 'giant', 'creat', 'algorithm', 'filter', 'raci', 'photo', 'search', 'result'), ('secretari', 'state', 'john', 'kerri', 'answer', 'question', 'american', 'diplomaci', 'nation', 'secur', 'syria')), (('the', 'internet', 'giant', 'said', 'made', 'second', 'attempt', 'settl', 'antitrust', 'inquiri', 'face', 'europ', 'accus', 'abus', 'domin', 'internet', 'search', 'advertis'), ('a', 'feder', 'appeal', 'court', 'reject', 'googl', 'bid', 'dismiss', 'lawsuit', 'accus', 'violat', 'feder', 'wiretap', 'law', 'collect', 'data', 'street', 'view', 'program')), (('edx', 'nonprofit', 'onlin', 'consortium', 'join', 'forc', 'internet', 'corpor', 'opensourc', 'platform', 'web', 'site', 'help', 'other', 'offer', 'cours', 'global', 'audienc'), ('a', 'unanim', 'decis', 'found', 'littl', 'merit', 'googl', 'legal', 'maneuv', 'state', 'one', 'critic', 'point', 'compani', 'basic', 'invent', 'mean', 'effort', 'declar', 'action', 'legal'), ('in', 'major', 'legal', 'setback', 'googl', 'feder', 'appeal', 'court', 'said', 'tuesday', 'lawsuit', 'accus', 'internet', 'giant', 'illeg', 'wiretap', 'could', 'proceed'))]	889.068	9.5	1.0
2013-09-20	[(('bump', 'struggl', 'find', 'foot', 'provid', 'googl', 'mobil', 'photoshar', 'expertis'),), (('googl', 'consid', 'anonym', 'identifi', 'chrome', 'user', 'advertis', 'fear', 'tradit', 'method', 'track', 'user', 'across', 'web', 'longer', 'work'),)]	903.11	14.0	1.0
2013-09-27	[(('an', 'intern', 'soap', 'opera', 'land', 'inbox', 'i', 'do'),), (('googl', 'made', 'one', 'biggest', 'ever', 'chang', 'search', 'engin', 'part', 'shift', 'away', 'match', 'keyword', 'web', 'page', 'understand', 'mean', 'search', 'queri'),)]	876.39	-26.7	2.0
2013-10-04	[(('thursday', 'highlight', 'around', 'includ', 'jimmi', 'fallon', 'justin', 'timberlak', 'talk', 'hashtag', 'plus', 'citi', 'provo', 'ut', 'promot', 'new', 'highspe', 'googl', 'fiber', 'internet', 'servic', 'resid', 'unconvent', 'way'),), (('technolog', 'ntt', 'docomo', 'biggest', 'mobil', 'network', 'oper', 'japan', 'highlight', 'ceatec', 'technolog', 'trade', 'show', 'tokyo'),), (('the', 'european', 'union', 'top', 'competit', 'offici', 'accept', 'googl', 'latest', 'offer', 'settl', 'longrun', 'antitrust', 'case', 'also', 'said', 'compani', 'rival', 'chanc', 'respond'), ('the', 'accus', 'made', 'sever', 'year', 'lawsuit', 'merg', 'two', 'case', 'ask', 'whether', 'googl', 'went', 'far', 'collect', 'user', 'data', 'gmail', 'street', 'view'), ('a', 'feder', 'judg', 'last', 'week', 'refus', 'dismiss', 'lawsuit', 'googl', 'accus', 'improp', 'scan', 'content', 'email', 'order', 'target', 'ad'), ('two', 'case', 'possibl', 'widereach', 'consequ', 'assert', 'googl', 'datagath', 'user', 'order', 'show', 'target', 'ad', 'constitut', 'illeg', 'invas', 'privaci'))]	872.35	-4.0	2.0
2013-10-11	[]	871.99	-0.4	2.0
2013-10-18	[(('googl', 'announc', 'updat', 'term', 'servic', 'allow', 'compani', 'includ', 'adult', 'user', 'name', 'photo', 'comment', 'ad', 'shown', 'across', 'web', 'base', 'rate', 'review', 'post', 'made', 'googl', 'plus', 'googl', 'servic'),), (('a', 'chang', 'term', 'servic', 'would', 'let', 'googl', 'includ', 'user', 'name', 'photo', 'comment', 'ad', 'across', 'web'),), (('spur', 'googl', 'glass', 'rival', 'offer', 'smart', 'glass', 'mani', 'differ', 'look', 'gear', 'toward', 'special', 'market'),), (('south', 'korea', 'lead', 'mani', 'wire', 'way', 'strong', 'rule', 'govern', 'internet', 'includ', 'map', 'servic'), ('googl', 'said', 'made', 'easi', 'user', 'opt', 'new', 'plan', 'use', 'person', 'inform', 'social', 'ad', 'reader', 'found', 'optout', 'process', 'confus')), (('tuesday', 'highlight', 'around', 'web', 'includ', 'profil', 'appl', 'new', 'head', 'retail', 'reaction', 'googl', 'new', 'share', 'endors'),)]	1011.41	139.4	1.0
2013-10-25	[(('googl', 'impress', 'investor', 'peopl', 'chang', 'behavior', 'mobil', 'phone', 'even', 'desktop', 'threaten', 'compani', 'main', 'busi'), ('the', 'search', 'giant', 'make', 'le', 'money', 'advertis', 'usag', 'pattern', 'chang', 'latest', 'financi', 'report', 'sent', 'stock', 'afterhour', 'trade'), ('the', 'share', 'close', 'record', 'percent', 'anoth', 'remind', 'hand', 'compani', 'taken', 'control', 'technolog', 'industri'), ('friday', 'highlight', 'around', 'web', 'includ', 'news', 'advertis', 'partnership', 'googl', 'doubleclick', 'facebook', 'fbx', 'plus', 'convers', 'director', 'spike', 'jonz', 'new', 'film', 'her', 'bond', 'mobil', 'devic')), (('as', 'googl', 'search', 'advertis', 'busi', 'face', 'new', 'challeng', 'experi', 'banner', 'ad', 'search', 'result', 'despit', 'past', 'promis', 'user', 'would', 'never', 'show', 'ad'),)]	1015.2	3.8	1.0
2013-11-01	[(('a', 'mysteri', 'barg', 'said', 'oper', 'googl', 'float', 'san', 'francisco', 'bay', 'generat', 'intens', 'interest', 'but', 'remain', 'unclear', 'for'), ('googl', 'tri', 'compet', 'compani', 'like', 'appl', 'facebook', 'dropbox', 'turn', 'googl', 'plus', 'servic', 'photograph', 'casual', 'profession')), (('unbeknown', 'googl', 'yahoo', 'nation', 'secur', 'agenc', 'british', 'counterpart', 'tap', 'search', 'engin', 'abroad', 'data', 'collect', 'face', 'le', 'oversight'), ('the', 'compani', 'show', 'updat', 'version', 'mobil', 'oper', 'system', 'well', 'larger', 'smartphon', 'call', 'nexus'))]	1027.04	11.8	1.0
2013-11-08	[(('acknowledg', 'search', 'engin', 'cannot', 'answer', 'everybodi', 'question', 'googl', 'introduc', 'helpout', 'live', 'oneonon', 'video', 'chat', 'expert'),), (('in', 'googl', 'first', 'public', 'statement', 'barg', 'float', 'near', 'california', 'main', 'said', 'would', 'use', 'showroom', 'peopl', 'learn', 'new', 'technolog'), ('the', 'outlin', 'job', 'offer', 'window', 'googl', 'face', 'agre', 'latest', 'settlement', 'offer', 'european', 'commiss', 'longrun', 'antitrust', 'case', 'compani')), (('the', 'internet', 'compani', 'said', 'would', 'appeal', 'french', 'court', 'rule', 'strip', 'search', 'result', 'nine', 'imag', 'former', 'european', 'race', 'chief', 'max', 'mosley'),)]	1016.03	-11.0	2.0
2013-11-15	[(('glass', 'use', 'search', 'song', 'scan', 'save', 'playlist', 'listen', 'music', 'high', 'fidel'),), (('the', 'googl', 'lawyer', 'overse', 'nation', 'secur', 'request', 'testifi', 'congress', 'wednesday', 'unoffici', 'googl', 'engin', 'lambast', 'govern', 'surveil'),)]	1033.56	17.5	1.0
2013-11-22	[(('the', 'author', 'guild', 'said', 'disagre', 'decis', 'plan', 'appeal', 'googl', 'said', 'delight', 'outcom'),), (('the', 'case', 'involv', 'googl', 'bypass', 'privaci', 'set', 'appl', 'safari', 'browser', 'use', 'cooki', 'track', 'user', 'show', 'ad'), ('the', 'twomonth', 'old', 'compani', 'said', 'hire', 'hal', 'barron', 'presid', 'research', 'develop', 'david', 'botstein', 'chief', 'scientif', 'offic')), (('learn', 'access', 'nytimescom', 'content', 'googl', 'play', 'newsstand'),)]	1031.89	-1.7	2.0
2013-11-29	[]	1059.59	27.7	1.0
2013-12-06	[(('the', 'search', 'giant', 'year', 'evas', 'plan', 'cloud', 'announc', 'rate', 'featur', 'widerang', 'comput', 'servic'), ('the', 'compani', 'year', 'evas', 'answer', 'plan', 'cloud', 'announc', 'rate', 'featur', 'widerang', 'comput', 'offer', 'busi')), (('led', 'andi', 'rubin', 'built', 'android', 'softwar', 'googl', 'acquir', 'seven', 'compani', 'hope', 'autom', 'manufactur', 'even', 'rival', 'amazon', 'retail', 'deliveri'), ('googl', 'acquir', 'seven', 'technolog', 'compani', 'effort', 'advanc', 'field', 'robot', 'place', 'andi', 'rubin', 'engin', 'behind', 'android', 'mobil', 'oper', 'system', 'helm', 'project'))]	1069.87	10.3	1.0
2013-12-13	[(('be', 'first', 'creat', 'detail', 'onlin', 'map', 'planet', 'give', 'googl', 'anoth', 'claim', 'digit', 'domin', 'task', 'far', 'easi'), ('googl', 'execut', 'paid', 'market', 'rate', 'fuel', 'purchas', 'defens', 'depart', 'nine', 'privat', 'aircraft', 'report', 'nasa', 'inspector', 'general', 'say'))]	1060.79	-9.1	2.0
